ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
335;Sha of Doubt;The physical manifestation of suspicion was trapped in the Jade Forest after Emperor Shaohao defeated the entity 10,000 years ago. The Sha of Doubt then grew obsessed with the Jade Serpent--Yu'lon, the Spirit of Wisdom and Foresight--and now delights in the thought of corrupting her home.;0.6089299917221069,0.5906630158424377;313;1439;4;4072;429;0;0;-1
339;Alizabal, Mistress of Hate;The Kirin Tor imprisoned Alizabal in their formidable Violet Hold not long after corrupt magi summoned the shivarra into Azeroth. Despite arcane wards restricting her powers, the demon's malicious influence alone caused her guards to murder one another in sudden fits of rage. Her transfer to Baradin Hold prior to the Cataclysm has only aggravated the ruined prison's increasingly dire conditions.;0.4790419936180115,0.179640993475914;75;1332;3;4120;282;0;2;15
340;Echo of Baine;Enraged by his failure to protect the world and, most importantly, the Horde, this time-ravaged shade of Baine Bloodhoof lingers within the ruins of the Obsidian Dragonshrine. Although he's still as powerful as the tauren high chieftain from the present, within this shattered future Azeroth, this guilt-ridden echo is little more than a discordant vessel of unquenchable malice and anger.;0.3671970069408417,0.530951976776123;184;1881;1;4138;404;0;0;-1
341;Archbishop Benedictus;Archbishop Benedictus is the revered leader of the Church of the Holy Light. For years, his wise guidance has been instrumental in seeing humanity through bleak times. Yet beneath his apparent benevolence lies the shocking truth that Benedictus has pledged himself to the eradication of all life on Azeroth through the agency of his dark master... Deathwing.;0.47382399439811707,0.5137540102005005;186;1339;3;4150;400;0;0;-1
342;Asira Dawnslayer;Former blade-for-hire Asira Sunbright was initially leery of working for the Twilight's Hammer, but the cult's generous payments quickly won her over. In time, she succumbed to the corruptive influence of her dark employers, even going so far as to take the name Dawnslayer. As one of the cult's deadliest assassins, Asira has been called upon to exterminate Thrall and his comrades.;0.4077039957046509,0.5093560218811035;186;1340;2;4167;399;0;0;-1
368;Ghamoo-Ra;When the Twilight's Hammer cult arrived, its followers roused and imprisoned one of the last peaceful creatures living in Elune's temple. The cult delighted in tormenting the giant turtle for years, flaying its mind and body until it succumbed to madness. Naming the beast Ghamoo-Ra, the cultists attempt to control its savagery in order to protect their lair.;0.33333298563957214,0.6068699955940247;227;1667;1;9472;221;0;0;-1
369;High Interrogator Gerstahn;The Twilight's Hammer cultist Gerstahn has always indulged in life's finer things: exotic foods, fine clothes, and gem-encrusted torture tools. Day and night, her prisoners' bloodcurdling cries echo throughout the Dark Iron clan's infamous Detention Block. Gerstahn proudly calls this horrific noise her symphony of screams, and she is always eager to add another voice to the chorus.;0.47404399514198303,0.9221310019493103;228;227;1;4630;242;0;0;-1
370;Lord Roccor;Lord Roccor loathes the scheming and backstabbing of his fellow fire elementals. To avoid serving alongside his kind in the Molten Core, the mighty being purposefully angered the Firelord. Roccor's risky gambit paid off: he was expelled from the core and forced to guard Blackrock Depths in isolation.;0.5560110211372375,0.6700819730758667;228;228;2;4472;242;0;2;1
371;Houndmaster Grebmar;Grebmar Fleabeard's hounds are the only family he's ever known. Long ago, the orphaned dwarf began breeding canines to serve as companions and guard dogs. When the houndmaster isn't patrolling Blackrock Depths with his loyal beasts, he often treats them to the Grim Guzzler's finest Dark Iron ale.;0.5350019931793213,0.5734660029411316;228;229;3;4626;242;0;0;-1
372;Ring of Law;There is only one punishment for crimes committed against the Dark Iron dwarves: death. Ancient tradition calls for the guilty to pay the blood price in the Ring of the Law by battling savage creatures gathered from across Azeroth. To date, it is unknown if anyone has ever survived this brutal crucible.;0.4977850019931793,0.645796000957489;228;230;4;4547;242;0;2;1
373;Pyromancer Loregrain;Once a respected member of the Earthen Ring, Loregrain joined the Twilight's Hammer cult for reasons that remain a mystery to his former allies. He eventually journeyed to Blackrock Depths, where he took a sudden interest in the famed Dark Iron architect Franclorn Forgewright. The purpose of his current obsession is unclear, but Loregrain remains loyal to his cult and an enemy of all who oppose it.;0.5491799712181091,0.9487699866294861;228;231;5;4496;243;0;2;1
374;Lord Incendius;Baron Geddon taught Incendius to harness his destructive powers, but the baron never expected his protege to grow so lethally efficient. Increasingly wary that Incendius might usurp him, Geddon sent the blazing elemental out of the Molten Core to guard the Dark Iron dwarves' fabled Black Anvil.;0.5642079710960388,0.31147500872612;228;232;6;4476;242;0;2;1
375;Warder Stilgiss;After years of dedication to Emperor Thaurissan, the cunning mage Stilgiss was entrusted with protecting his clan's coffers in the Black Vault. The loyal dwarf's close friend Houndmaster Grebmar celebrated the occasion by gifting one of his vicious dogs--Verek--to Stilgiss. The mage has put the beast to good use, keeping it at his side to scare off the vault's would-be thieves.;0.6024590134620667,0.6598359942436218;228;233;7;4386;243;0;0;-1
376;Fineous Darkvire;Chief Architect Fineous Darkvire earned his title by passing off the ideas of more gifted masons as his own. His arrogance and scheming have drawn the ire of his predecessor, Franclorn Forgewright, from beyond the grave. The ghost of the late chief architect seeks to reclaim his incredibly powerful hammer--Ironfel--from Darkvire before it can be used for ill.;0.6352459788322449,0.21106599271297455;228;234;8;4538;242;0;0;-1
377;Bael'Gar;The monstrous molten giant Bael'Gar lumbers across the Dark Iron Highway, a stunning feat of dwarven engineering carved into Blackrock Depths. Ragnaros pulled the giant from the heart of the Firelands to guard a massive sealed door at one end of the highway. According to legend, only the Firelord and the Dark Iron clan's highest-ranking members know what lies beyond the mysterious gate.;0.25136598944664,0.5348359942436218;228;235;9;4532;242;0;2;1
378;General Angerforge;Through a lifetime of study, General Angerforge has become an expert on dwarven military history and tactics. He recently incurred Emperor Dagran Thaurissan's fury by writing a scathing treatise on his clan's failures in past conflicts. This political blunder aside, Angerforge is a Dark Iron to his core. He will bleed--and die, if necessary--to protect his people and his emperor.;0.3633880019187927,0.8237699866294861;228;236;10;4508;243;0;2;1
379;Golem Lord Argelmach;Argelmach's lifelong obsession with immortality drove him to forge enchanted constructs in his own image. Rumor has it that he has also dabbled in some form of black magic that would allow the golem lord's new creations to act as vessels for his spirit should his flesh-and-blood body be destroyed.;0.36475399136543274,0.6516389846801758;228;237;11;4501;243;0;2;1
380;Hurley Blackbreath;To say Blackbreath is a regular at the Grim Guzzler would be something of an understatement. In over a decade, the mischievous drunkard has left the tavern only once to steal a top-secret recipe for Thunderbrew Lager. Blackbreath has occasionally sobered up enough to make the concoction himself, and he claims it grants unimaginable strength and courage.;0.5056679844856262,0.7047780156135559;228;238;12;4494;243;0;2;1
381;Phalanx;Until recently, drunken brawls raged within the Grim Guzzler on an almost daily basis. Barkeep Plugger Spazzring has reduced the frequency of these scuffles with Phalanx, a mighty golem bouncer programmed to maintain order in the tavern and eliminate raucous patrons with extreme force.;0.4582059979438782,0.5647450089454651;228;239;13;4504;243;0;2;1
383;Plugger Spazzring;They say that at the Grim Guzzler everyone knows your name. This sense of camaraderie is due to the hard work of Spazzring, a leper gnome who sought a new life in Blackrock Depths after the fall of Gnomeregan. Despite his history of dabbling with evil as a warlock, he takes pride in his job as the tavern's barkeep, making sure that his patrons' mugs never run dry.;0.47721999883651733,0.657122015953064;228;241;15;4485;243;0;2;1
384;Ambassador Flamelash;For his unwavering service to Ragnaros, Flamelash ascended to the rank of ambassador to the Dark Iron clan. This depraved being initially despised his dwarven allies, but he has come to respect their penchant for destruction. As a show of solidarity, Flamelash guards the Chamber of Enchantment, a sacred location used by the dwarves to empower their weaponry.;0.5382509827613831,0.4856559932231903;228;242;16;4482;243;0;2;1
385;The Seven;Centuries ago, sorcerer-thane Thaurissan and seven of his most powerful Dark Iron allies accidentally summoned Ragnaros into Azeroth and damned their entire clan to enslavement. Although the Seven perished during the ritual, their restless spirits still linger in Blackrock Depths, cursed to serve their elemental master and the current Dark Iron ruler.;0.5382509827613831,0.24795100092887878;228;243;17;4471;243;0;2;1
386;Magmus;Ambassador Flamelash charged the molten giant Magmus with guarding Emperor Dagran Thaurissan's throne room, but not even this act put the Dark Iron ruler's concerns to rest. Ever fearful of assassins, the emperor also granted Magmus control over a series of fire-breathing statues outside his royal chambers.;0.7964479923248291,0.11885199695825577;228;244;18;4480;243;0;2;1
387;Emperor Dagran Thaurissan;Emperor Dagran Thaurissan rules alongside Princess Moira of the rival Bronzebeard clan. Debate rages over whether the emperor ensorcelled his bride or she willingly joined him. Whatever the truth, Thaurissan's continued presence bodes ill for the future of his clan. So long as he lives, the Dark Irons will remain pawns of Ragnaros, and a dire threat to kingdoms throughout Azeroth.;0.9098359942436218,0.11885199695825577;228;245;19;4645;243;0;2;1
388;Highlord Omokk;Omokk rules over the spire's ogres with an iron fist. Many underlings have challenged him to single combat in the hopes of seizing the highlord's title, but all have fallen without landing a solitary blow. This mysterious phenomenon has led to rumors that dark magic is protecting Omokk.;0.3866119980812073,0.5901640057563782;229;267;1;4523;252;0;0;-1
389;Shadow Hunter Vosh'gajin;Vosh'gajin is renowned for her beauty--and psychotic tendencies--among the trolls. A master of the shadow hunter arts, she wields formidable hexes, curses, and healing magics.;0.5532789826393127,0.6926230192184448;229;268;2;4525;251;0;0;-1
390;War Master Voone;During the Second War, Voone led small strike teams on daring missions into the heart of high elven territory. The cunning troll joined the false Horde because he wanted to be its chief strategist, not because he believed in Blackhand's ideology. Voone sees the splinter faction as an underdog, and he enjoys the satisfaction of overcoming insurmountable odds.;0.524590015411377,0.5450819730758667;229;269;3;4527;250;0;0;-1
